,negativo,positivo,Total
tryi,1,0,1
trying,154,105,259
tryme,0,1,1
ts,1,0,1
tsa,0,1,1
tsipras,0,2,2
tsunami,1,0,1
ttonight,0,1,1
ttump,0,2,2
tu,1,1,2
tube,1,1,2
tuberville,0,5,5
tubes,3,2,5
tucke,1,3,4
tucson,0,2,2
tue,2,0,2
tues,0,1,1
tuesday,21,88,109
tuesdayand,1,0,1
tuesdays,0,3,3
tuition,1,2,3
tulsa,4,7,11
tulsi,1,1,2
tumble,3,0,3
tumbling,0,1,1
tump,0,5,5
tune,2,49,51
tuned,4,40,44
tuning,3,5,8
tunnel,2,3,5
tunnels,2,2,4
tupelo,0,1,1
turbines,1,0,1
turbulent,0,1,1
turf,0,2,2
turkey,22,58,80
turkish,1,7,8
turks,1,1,2
turley,2,7,9
turmoil,6,2,8
turn,35,62,97
turnaround,1,3,4
turnberry,6,30,36
turnbull,0,1,1
turne,0,2,2
turned,42,31,73
turning,26,19,45
turnout,3,9,12
turnouts,0,1,1
turns,13,8,21
turnttrump,0,1,1
tuscaloosa,0,1,1
tusk,0,1,1
tuskegee,1,0,1
tv,24,56,80
tvgeek,0,1,1
tvwith,0,1,1
tw,0,1,1
twain,0,3,3
tweaked,0,1,1
tweedledum,1,0,1
tweeps,0,2,2
tweet,3,28,31
tweeted,3,8,11
tweetgate,0,1,1
tweeting,5,23,28
tweets,10,21,31
twendency,0,1,1
twice,9,15,24
twirl,1,0,1
twist,2,3,5
twisted,1,1,2
twits,0,1,1
twitte,211,741,952
twitter,0,1,1
tx,2,19,21
ty,0,6,6
tycoon,0,2,2
tying,1,0,1
tyle,0,3,3
tylers,0,1,1
tyngsboro,0,1,1
type,9,6,15
types,4,3,7
typical,2,6,8
typically,4,1,5
typos,1,0,1
tyrannical,0,1,1
tyranny,1,0,1
tyrus,0,1,1
tysm,0,1,1
tyson,0,4,4
tzu,0,1,1
uaw,3,2,5
ube,1,0,1
ucla,0,2,2
ufc,0,6,6
ufcdc,0,2,2
ufcwashington,0,2,2
uganda,0,2,2
ugly,7,0,7
uh,2,2,4
uk,5,11,16
ukrai,3,0,3
ukrain,1,0,1
ukraine,76,105,181
ukrainescandal,0,1,1
ukrainian,41,33,74
ukrainians,3,4,7
ukranian,1,0,1
ul,1,0,1
ultimate,2,18,20
ultimately,8,4,12
ultra,1,2,3
ulysses,0,1,1
um,0,4,4
umass,0,2,2
umm,0,1,1
umpteenth,0,1,1
una,0,2,2
unabashed,0,1,1
unable,38,6,44
unacceptable,6,5,11
unaccepting,1,0,1
unaccompanied,0,1,1
unaccountable,0,1,1
unaccounted,1,0,1
unaffiliated,0,1,1
unaffordable,1,1,2
unambiguous,0,3,3
unambiguously,0,1,1
unanimous,2,5,7
unanimously,2,3,5
unannounced,0,2,2
unanswered,1,0,1
unapologetic,0,1,1
unappreciated,0,1,1
unarmed,1,0,1
unattractive,1,0,1
unauthorized,4,1,5
unaware,1,2,3
unbalanced,2,1,3
unbearable,1,0,1
unbecoming,0,1,1
unbeknownst,1,0,1
unbelievable,16,34,50
unbelievably,5,4,9
unbiased,2,2,4
unborn,0,1,1
unbreakable,0,3,3
unbridled,1,0,1
unbroken,1,0,1
uncertain,1,1,2
uncertainty,1,2,3
unchallenged,2,0,2
unchecked,4,5,9
unclassified,0,1,1
unclassify,1,0,1
uncle,0,4,4
uncomfortable,1,2,3
uncommon,0,1,1
unconditional,1,0,1
unconscionable,1,0,1
unconstitutional,3,16,19
uncontested,0,1,1
uncontrollable,0,2,2
unconventional,0,2,2
uncorroborated,1,0,1
uncouth,0,1,1
uncovered,1,10,11
uncovers,1,1,2
unde,135,218,353
undecided,0,1,1
undecideds,0,1,1
undefeated,1,0,1
undeniable,0,1,1
underachieving,0,1,1
undercove,0,2,2
undercut,1,0,1
undercuts,0,2,2
undercutting,1,0,1
underdogs,0,1,1
underestimate,1,7,8
underestimated,0,3,3
underhanded,1,0,1
underlings,0,1,1
underlyi,1,0,1
underlying,5,3,8
undermine,5,2,7
undermined,2,1,3
undermines,2,1,3
undermining,0,4,4
underneath,1,1,2
underperforming,0,1,1
underpinnings,0,1,1
underreporting,0,1,1
underscored,0,1,1
underserved,1,1,2
underst,0,1,1
understan,0,1,1
understand,38,49,87
understandable,0,1,1
understanding,6,11,17
understands,9,16,25
understated,0,1,1
understatement,3,2,5
understood,5,5,10
undertake,1,2,3
undertaking,0,1,1
undertones,1,0,1
underway,1,14,15
undetected,1,0,1
undetermined,0,1,1
undisciplined,1,1,2
undisclosed,1,0,1
undisputed,0,1,1
undivided,0,1,1
undo,2,7,9
undocumented,2,2,4
undoi,0,1,1
undoing,0,2,2
undoubtedly,0,1,1
une,1,0,1
unearthed,0,1,1
unelectable,2,3,5
unelected,3,2,5
unempl,1,0,1
unemploy,0,1,1
unemploye,1,0,1
unemployed,2,1,3
unemploym,0,1,1
unemployment,86,77,163
unending,0,1,1
unenthusiastic,0,2,2
unequal,1,0,1
unequivocal,1,0,1
unethica,1,0,1
unethical,3,2,5
unexpected,1,2,3
unexpectedly,0,1,1
unexploded,0,1,1
unfai,67,60,127
unfailing,0,2,2
unfair,1,0,1
unfairly,13,16,29
unfairlybig,1,0,1
unfairness,3,4,7
unfavorably,1,0,1
unfettered,0,1,1
unfilled,1,0,1
unfiltered,1,0,1
unfit,7,2,9
unfolding,3,1,4
unforced,1,1,2
unforgettable,0,2,2
unforgivable,1,0,1
unfortunate,4,0,4
unfortunately,25,2,27
unfounded,0,1,1
unfreakinbelievable,1,0,1
unfreedom,0,3,3
unfriendly,0,1,1
unfunded,4,0,4
unfunny,1,1,2
unga,0,20,20
ungafull,0,1,1
unglued,1,0,1
ungrateful,4,0,4
ungratefulness,0,1,1
unhappy,10,1,11
unheard,2,4,6
unhelpful,0,1,1
unhinged,9,6,15
uni,0,2,2
unidentified,0,1,1
unidos,1,0,1
unification,0,2,2
unified,4,11,15
uniform,2,13,15
uniformly,0,1,1
uniforms,0,2,2
unify,0,3,3
unifying,1,3,4
unilaterally,1,1,2
unimaginable,1,1,2
unimaginably,0,1,1
unimpeachablephonecall,0,1,1
unimpeded,1,1,2
uninsured,1,4,5
uninterested,1,0,1
uninterrupted,1,0,1
uninvolved,1,0,1
union,28,61,89
unions,8,8,16
unionstation,0,1,1
unique,0,2,2
uniquely,1,0,1
unison,0,1,1
unit,2,4,6
unite,2,9,11
united,262,472,734
unites,0,1,1
uniting,1,1,2
units,2,0,2
unity,6,17,23
univ,0,2,2
universal,1,3,4
universe,10,8,18
universities,5,3,8
university,7,24,31
universo,1,0,1
univision,5,6,11
unjust,0,1,1
unjustified,0,1,1
unkind,1,0,1
unknown,2,2,4
unlawful,6,3,9
unlawfully,1,0,1
unle,0,1,1
unleash,3,5,8
unleashed,3,4,7
unleashes,0,4,4
unleashing,1,3,4
unleashingamericanenergy,0,1,1
unless,15,23,38
unlike,13,26,39
unlikely,4,0,4
unlimited,8,11,19
unload,0,1,1
unloads,1,0,1
unlock,2,3,5
unlocked,0,2,2
unloyal,1,0,1
unm,0,1,1
unmanned,2,0,2
unmasked,1,2,3
unmasking,5,10,15
unmatched,0,6,6
unmistakably,0,1,1
unmitigated,1,0,1
unnamed,6,4,10
unnecessarily,1,0,1
unnecessary,6,10,16
unnerving,0,1,1
unnoticeable,1,0,1
unofficial,0,1,1
unofficially,2,0,2
unopposed,0,2,2
unpaid,1,0,1
unparalleled,1,4,5
unpardonable,0,2,2
unpatriotic,1,2,3
unpleasant,3,1,4
unpopula,2,8,10
unpopularity,1,0,1
unprec,0,1,1
unprecedented,25,26,51
unpredictable,2,1,3
unprepared,1,0,1
unprofessional,4,1,5
unprotected,0,2,2
unproven,1,1,2
unqualified,1,4,5
unquestionably,0,4,4
unravel,0,1,1
unraveling,0,2,2
unravels,0,3,3
unreal,1,6,7
unredacted,4,2,6
unregistered,0,1,1
unregulated,1,0,1
unrelated,8,4,12
unrelenting,1,3,4
unreported,1,1,2
unrepresentative,0,1,1
unresolved,1,0,1
unrest,1,2,3
unrevealed,0,1,1
unsafe,8,4,12
unsalvageable,0,1,1
unsanitary,0,3,3
unscheduled,2,0,2
unscripted,0,1,1
unsealed,1,2,3
unsecure,1,0,1
unsecured,2,0,2
unsettling,0,1,1
unsigned,0,1,1
unsolved,2,0,2
unsourced,1,1,2
unspeakable,0,2,2
unspoken,0,1,1
unstable,3,0,3
unsteady,1,0,1
unstoppable,0,4,4
unsubstantiated,1,2,3
unsuccessful,2,0,2
unsuccessfully,4,0,4
unsung,0,2,2
unsuspecting,0,2,2
unsustainable,1,0,1
untalented,3,1,4
untaxed,1,0,1
unthinkable,4,4,8
unthinkably,2,0,2
unto,0,2,2
untold,0,1,1
untouched,1,0,1
untrue,4,8,12
untrusted,1,0,1
untrusting,0,1,1
untruth,1,0,1
untruthful,4,2,6
unusable,1,1,2
unused,2,1,3
unusual,2,3,5
unveil,0,3,3
unveiled,0,2,2
unveiling,0,1,1
unveils,0,3,3
unverifiable,2,0,2
unverified,4,5,9
unwanted,1,0,1
unwarranted,1,1,2
unwatchable,5,2,7
unwavering,0,5,5
unwell,1,0,1
unwilling,8,2,10
unwise,1,0,1
unwisely,0,1,1
unyielding,0,3,3
upcoming,5,14,19
updat,0,1,1
update,7,44,51
updated,0,11,11
updates,1,15,16
updating,0,3,3
upended,2,0,2
upfront,1,0,1
upgrades,0,4,4
upheld,0,1,1
uphold,2,5,7
upholding,2,1,3
upholds,2,4,6
uplift,0,1,1
uplifted,0,2,2
upo,1,0,1
uppe,0,1,1
upped,0,1,1
upping,1,0,1
uproa,0,2,2
ups,2,3,5
upset,23,5,28
upside,3,5,8
upstage,0,1,1
upstairs,2,0,2
upstanding,0,1,1
upstate,3,2,5
upswing,0,1,1
uptick,0,1,1
upupup,0,1,1
upward,3,4,7
uranium,9,6,15
urban,1,7,8
urbandale,0,1,1
urge,1,3,4
urged,3,3,6
urgency,1,3,4
urgent,8,6,14
urgently,0,3,3
urges,3,2,5
urging,5,10,15
uruguay,0,2,2
usa,108,273,381
usaatunga,0,6,6
usable,0,1,1
usadjt,0,1,1
usaf,0,1,1
usage,1,0,1
usain,0,1,1
usaou,1,0,1
usas,0,1,1
usausausa,0,2,2
usbp,0,1,1
usc,0,1,1
uscg,0,2,2
uschambe,1,0,1
usda,0,1,1
use,77,139,216
useable,1,0,1
used,100,82,182
useful,0,1,1
useless,3,1,4
usembassyjerusalem,0,1,1
username,0,1,1
uses,8,7,15
usfk,0,1,1
ushcc,0,1,1
ushcclegi,0,1,1
ushe,0,2,2
ushered,0,2,2
using,45,59,104
usitc,1,0,1
usjoe,1,0,1
usm,2,0,2
usma,0,1,1
usmc,0,1,1
usmca,21,110,131
usmcan,0,1,1
usmcanow,0,5,5
usnavy,3,1,4
usnavyalwaysthere,0,1,1
usns,0,3,3
usnscomfo,2,5,7
usnsmercy,2,2,4
usps,0,1,1
uss,1,8,9
ussarizona,0,2,2
ussboxe,1,0,1
ussfitzgerald,1,0,1
ussgeraldrford,0,3,3
ussjohnfinn,0,1,1
ussjohnsmccain,2,0,2
usss,1,2,3
usstatevisi,0,1,1
usstatevisit,0,3,3
usswasp,0,1,1
ussyorktown,0,2,2
usual,21,24,45
usually,2,4,6
usurp,0,1,1
usurpation,1,0,1
usurpers,1,0,1
usvi,1,2,3
uswomensopen,0,6,6
ut,2,0,2
utah,4,32,36
utahans,0,1,1
utahcaucus,0,2,2
utahprimary,0,1,1
utc,0,1,1
utcaucus,0,2,2
utilities,2,0,2
utilize,0,1,1
utilized,2,0,2
utmost,0,2,2
utte,1,1,2
uttered,0,1,1
utterly,1,0,1
uu,0,1,1
uwillwin,0,1,1
uzbekistan,0,1,1
va,19,32,51
vaaccountability,0,1,1
vacancies,1,0,1
vacation,8,7,15
vacationing,0,1,1
vacations,3,0,3
vacci,0,1,1
vaccinated,1,0,1
vaccine,5,14,19
vaccines,0,7,7
vacuum,1,0,1
vade,0,1,1
vadym,2,1,3
vagrancy,0,1,1
vague,1,0,1
vah,0,1,1
vail,0,1,1
vain,3,2,5
valentine,0,2,2
valentines,0,1,1
valerie,2,1,3
valiant,0,1,1
valiantly,0,2,2
validate,0,1,1
validated,0,1,1
validity,0,1,1
valley,2,5,7
valo,0,7,7
valuable,0,3,3
valuables,0,1,1
value,8,12,20
valued,1,0,1
values,6,30,36
valuesvoterssummit,0,1,1
valuing,1,0,1
vamissionact,0,1,1
vamos,0,1,1
vampire,0,1,1
van,7,17,24
vancouve,0,2,2
vandalism,1,4,5
vandalization,0,2,2
vandalize,0,2,2
vandalizes,0,2,2
vandals,2,0,2
vandersloot,1,0,1
vandyke,0,1,1
vanessa,0,2,2
vanguard,0,1,1
vanished,1,1,2
vanishing,1,0,1
vanity,2,1,3
vans,1,0,1
vaping,0,4,4
vara,0,1,1
varadka,0,2,2
varela,0,1,1
variation,0,1,1
variety,0,1,1
various,9,30,39
varney,1,3,4
varneyco,1,0,1
vasecretary,0,1,1
vassal,0,1,1
vast,14,13,27
vat,1,0,1
vatican,0,4,4
vaticanwalls,0,1,1
vavideoconnect,0,1,1
vdh,1,0,1
vdot,0,1,1
ve,116,220,336
veday,0,1,1
veep,1,0,1
veered,1,0,1
vega,2,1,3
vegas,10,49,59
vegasstron,0,1,1
vegasstrong,0,1,1
vehemently,1,2,3
vehicle,4,2,6
vehicles,1,4,5
velocity,0,1,1
ven,0,1,1
vendetta,1,2,3
vendors,0,2,2
venezolanos,0,1,1
venezuel,0,1,1
venezuela,15,22,37
venezuelan,3,3,6
venezuelans,0,1,1
vengeance,2,1,3
vented,0,1,1
ventil,0,1,1
ventilato,1,3,4
ventilators,15,33,48
venture,1,2,3
venue,2,14,16
venues,0,3,3
verbal,0,1,1
verdes,0,6,6
verdict,1,4,5
verification,4,2,6
verified,1,4,5
verify,4,0,4
verily,0,2,2
veritas,0,2,2
verizon,1,4,5
verma,0,1,1
vermont,0,6,6
vernon,0,3,3
vero,0,1,1
veronica,1,0,1
versa,0,1,1
verse,1,0,1
version,5,19,24
versionmaybe,1,0,1
versus,0,3,3
vessel,1,4,5
vessels,0,2,2
vest,1,0,1
vested,0,1,1
vet,5,12,17
veteran,4,34,38
veteranfortrump,0,1,1
veterans,15,142,157
veto,5,7,12
vetoed,2,1,3
vetoes,1,0,1
vetoing,0,1,1
vets,49,217,266
vetting,2,6,8
vfw,0,1,1
vfwconvention,1,2,3
vi,2,6,8
viability,0,1,1
viable,1,1,2
vibrant,3,1,4
vice,11,43,54
vicente,0,2,2
viceversa,0,1,1
vicious,26,17,43
viciously,10,8,18
vicky,0,1,1
victim,9,8,17
victimize,0,1,1
victimized,2,0,2
victims,49,17,66
victo,0,8,8
victoria,1,0,1
victories,7,17,24
victorious,1,4,5
victory,24,118,142
victoy,0,1,1
video,29,104,133
videos,0,14,14
vieira,0,1,1
viennaafte,1,0,1
vietnam,14,35,49
vietnamese,1,0,1
view,11,23,34
viewed,1,2,3
viewers,10,14,24
viewership,1,5,6
viewing,2,2,4
viewpoin,0,1,1
viewpoints,0,1,1
views,8,23,31
vigans,0,1,1
vigil,0,1,1
vigilance,0,1,1
vigilant,6,10,16
vigo,1,0,1
vigorous,1,0,1
vigorously,0,1,1
viking,1,0,1
vikto,0,1,1
vile,2,4,6
villages,1,5,6
villains,1,1,2
villazon,1,1,2
vince,1,3,4
vindicate,1,2,3
vindicated,3,2,5
vindicates,1,2,3
vindicating,0,1,1
vindication,4,6,10
vindictive,0,2,2
vindman,4,8,12
vine,0,1,1
vines,0,1,1
vineyards,0,1,1
vio,0,1,1
viol,1,0,1
violate,2,1,3
violated,7,4,11
violates,3,2,5
violati,0,1,1
violating,2,3,5
violation,13,13,26
violations,6,5,11
violators,0,1,1
violence,19,23,42
violent,20,20,40
violently,1,1,2
vip,0,3,3
virgin,0,4,4
virginia,44,123,167
virginiabeach,0,1,1
virginiais,0,1,1
virginians,1,1,2
virginislands,0,1,1
virnelli,0,1,1
virtual,6,4,10
virtually,14,15,29
virtue,3,3,6
virtues,0,1,1
virtuetrump,0,1,1
viru,0,1,1
virus,37,24,61
viruses,1,1,2
visa,4,13,17
visas,1,2,3
viscous,1,0,1
visibility,2,0,2
visible,3,1,4
vision,7,23,30
visionaries,0,1,1
visionary,0,3,3
visit,12,84,96
visited,3,11,14
visiting,3,19,22
visito,0,2,2
visitors,0,3,3
visits,0,1,1
visually,0,2,2
vital,7,15,22
vitality,0,1,1
vitally,1,1,2
vitiello,0,1,1
viva,0,1,1
vivica,0,1,1
vivicia,1,0,1
vividly,1,0,1
vladimi,4,5,9
vo,0,2,2
vocabulary,0,1,1
vocal,0,1,1
voice,7,31,38
voiceless,0,1,1
voices,3,15,18
voicing,0,1,1
void,1,0,1
voight,0,1,1
volatile,1,0,1
volke,1,5,6
volkswagen,0,1,1
volodymy,1,2,3
volume,1,9,10
voluminous,0,1,1
voluntad,0,1,1
voluntarily,2,1,3
volunte,0,1,1
voluntee,1,12,13
volunteers,1,12,13
von,0,2,2
vortex,1,1,2
vot,1,0,1
vote,172,906,1078
voted,32,105,137
votefortrump,0,4,4
votekarenhandel,2,0,2
voteonnov,0,1,1
voter,1,0,1
voteralphnorman,0,1,1
votered,0,1,1
voterfraud,1,2,3
voterid,0,1,1
voterregistrationday,0,1,1
voters,55,84,139
votersspeak,0,1,1
votes,69,85,154
votestand,0,1,1
votetrump,7,82,89
votetrumpforpresident,0,1,1
votetrumphi,0,1,1
votetrumpid,0,1,1
votetrumpil,0,1,1
votetrumpks,0,1,1
votetrumpma,0,1,1
votetrumpmi,0,2,2
votetrumpmitrump,0,1,1
votetrumpms,0,1,1
votetrumpnc,0,1,1
votetrumpnh,0,8,8
votetrumpnv,0,7,7
votetrumpny,0,2,2
votetrumppence,0,7,7
votetrumpsc,0,9,9
votetrumpvt,0,1,1
votetrumpwi,0,1,1
voti,0,1,1
voting,40,134,174
vouch,1,1,2
vow,1,1,2
vowed,1,0,1
vowing,0,2,2
vows,2,5,7
vox,0,1,1
voyage,0,1,1
vp,7,23,30
vpdebate,6,13,19
vpdebates,1,0,1
vpe,0,2,2
vpeotus,0,1,1
vpotus,0,1,1
vps,0,1,1
vs,10,34,44
vsstoanodb,0,1,1
vt,1,3,4
vuitton,1,0,1
vukmi,0,1,1
vulga,1,0,1
vulgarian,1,0,1
vulnerabilities,0,1,1
vulnerable,1,8,9
vying,1,0,1
wa,63,108,171
wack,2,1,3
wacko,9,5,14
wacky,9,9,18
waco,1,0,1
wad,0,1,1
wade,1,2,3
waffling,1,0,1
wage,6,11,17
waged,0,1,1
wages,11,27,38
wagons,0,2,2
wags,0,1,1
wait,21,165,186
waite,0,1,1
waited,10,3,13
waiters,0,1,1
waiting,19,57,76
waits,0,1,1
waive,1,4,5
waived,0,2,2
waivers,0,4,4
waiving,1,0,1
wake,9,19,28
wakeupa,1,0,1
wakeupamerica,2,4,6
waking,0,2,2
walding,0,1,1
waldo,3,0,3
waldorf,0,2,2
wales,0,7,7
walk,8,25,33
walkaway,1,4,5
walke,7,19,26
walked,3,6,9
walker,0,1,1
walkers,0,4,4
walking,11,7,18
walks,0,4,4
wall,203,302,505
wallace,14,35,49
walle,0,1,1
walled,0,1,1
wallet,1,0,1
wallets,0,1,1
wallillegal,0,1,1
walls,5,21,26
walma,0,3,3
walorski,0,1,1
walsh,0,2,2
walte,2,8,10
walters,0,3,3
waltz,1,1,2
walz,1,1,2
waming,1,0,1
wand,2,4,6
wanna,7,4,11
wannabe,2,0,2
want,611,397,1008
wanted,91,31,122
wanting,29,14,43
wants,157,104,261
wapo,4,5,9
war,0,1,1
ward,2,1,3
warehouses,0,1,1
warfare,0,2,2
warfighte,1,0,1
warfighters,0,4,4
warfighting,0,1,1
warheads,1,0,1
warm,1,14,15
warmbie,2,4,6
warme,1,2,3
warmed,1,0,1
warmest,10,7,17
warming,7,6,13
warmly,2,1,3
warmonge,1,1,2
warmth,1,3,4
warn,0,5,5
warne,7,0,7
warned,4,5,9
warni,1,0,1
warning,8,3,11
warnings,4,4,8
warns,1,4,5
warp,1,2,3
warra,1,0,1
warrant,6,6,12
warranted,0,1,1
warrantless,1,0,1
warrants,3,7,10
warren,26,37,63
warrio,3,19,22
warriors,4,14,18
warroomimpeachment,2,4,6
warroomweeklyfollowing,0,1,1
wars,17,21,38
warsaw,0,1,1
warships,2,0,2
warwick,0,1,1
wash,5,3,8
washed,12,2,14
washes,0,1,1
washi,0,1,1
washing,0,1,1
washington,114,199,313
washpost,1,0,1
washroom,1,0,1
washyourhands,0,1,1
wasn,37,27,64
wasnt,8,2,10
wasserman,4,4,8
waste,40,13,53
wasted,19,8,27
wasteful,3,4,7
wastelands,0,1,1
wasting,13,14,27
watc,1,1,2
watch,161,388,549
watchdog,1,3,4
watched,43,71,114
watchers,1,0,1
watches,4,7,11
watchin,1,1,2
watching,66,168,234
wate,22,30,52
water,0,1,1
waterboarding,2,0,2
waterbury,0,1,1
watered,1,1,2
watergate,9,10,19
waterloo,0,2,2
waters,3,16,19
watershed,0,1,1
watertown,0,1,1
waterville,1,0,1
watson,1,1,2
watt,0,1,1
watters,2,4,6
wattersworld,0,2,2
waukesha,0,3,3
wausau,0,1,1
wave,0,15,15
wavered,0,3,3
waverly,0,1,1
wavers,0,1,1
waves,0,2,2
waving,1,3,4
way,281,422,703
waych,0,1,1
wayif,0,1,1
waymake,0,1,1
wayne,1,21,22
waynes,1,0,1
ways,11,29,40
wb,0,1,1
wbz,0,1,1
wc,1,0,1
wcs,0,1,1
wea,5,8,13
wead,1,4,5
weak,115,54,169
weake,3,5,8
weaken,0,1,1
weakened,1,0,1
weakening,1,1,2
weakest,5,4,9
weaklings,0,1,1
weakly,1,0,1
weakness,10,11,21
wealth,13,28,41
wealthie,0,1,1
wealthy,1,3,4
weapo,0,1,1
weapon,9,7,16
weaponization,1,0,1
weaponized,4,4,8
weaponizes,0,1,1
weaponizing,1,1,2
weapons,22,18,40
wearebernie,0,1,1
wearing,0,5,5
wears,0,1,1
weary,0,1,1
weasels,2,0,2
weathe,7,8,15
weatherboring,1,0,1
weave,1,2,3
web,16,110,126
webb,3,1,4
webbe,0,1,1
webcast,0,1,1
webe,0,3,3
website,4,7,11
wed,0,1,1
wedded,2,0,2
wedding,4,4,8
wednesday,8,23,31
wednesdaywisd,0,1,1
wee,0,3,3
weeded,0,1,1
weeding,1,0,1
weeeere,1,0,1
week,66,177,243
weekend,22,51,73
weekly,3,14,17
weeklyaddress,0,8,8
weeks,46,52,98
wef,0,11,11
wefi,0,1,1
weighing,0,2,2
weighs,0,3,3
weight,1,1,2
weighted,1,0,1
weine,0,2,2
weinstein,1,1,2
weird,5,1,6
weirdo,2,0,2
weiss,0,1,1
weissman,1,1,2
weissmann,1,2,3
wel,0,1,1
welc,0,1,1
welch,1,0,1
welcome,2,131,133
welcomed,0,13,13
welcomes,0,1,1
welcoming,1,12,13
welfare,2,3,5
wellconnected,0,1,1
wellhes,0,1,1
wellness,0,2,2
wells,1,2,3
wendy,0,1,1
weneedmorerepublicansin,0,1,1
weneedyou,0,1,1
wenstrup,1,0,1
went,84,55,139
wenti,1,0,1
wer,0,1,1
weren,8,8,16
werent,3,2,5
wesley,0,2,2
west,24,82,106
westbury,0,1,1
westchesters,0,1,1
westcoast,0,1,1
westerdam,0,1,1
westerhout,0,1,1
western,4,6,10
westerntuesday,0,1,1
westfield,0,1,1
westminste,1,0,1
westpoint,0,1,1
westward,0,1,1
wet,4,0,4
wethe,1,0,1
wethepeople,0,2,2
weve,1,6,7
wewanttrump,0,1,1
wfb,2,0,2
wg,1,0,1
wgc,0,4,4
wgdp,1,8,9
wh,15,38,53
whack,2,1,3
whales,0,1,1
whaley,1,0,1
wharton,0,2,2
whateve,21,35,56
whatjusthappened,0,1,1
whatley,0,1,1
whats,7,4,11
whatsoeve,5,5,10
whcd,0,1,1
whe,1,0,1
wheedled,2,0,2
wheel,2,1,3
wheele,1,2,3
wheeling,0,3,3
wheels,0,3,3
wheneve,2,4,6
wherehaveibeen,0,1,1
whereshillary,0,1,1
whereve,4,0,4
whethe,23,31,54
whi,2,0,2
whic,0,2,2
whiff,0,1,1
whil,1,0,1
whimpe,1,0,1
whimpering,2,0,2
whine,1,1,2
whiney,0,1,1
whining,1,1,2
whip,0,2,2
whiplash,1,0,1
whipped,1,2,3
whirlwind,0,1,1
whispered,1,0,1
whispering,0,1,1
whistle,3,1,4
whistleb,1,0,1
whistlebl,2,1,3
whistleblowe,110,51,161
whistleblowers,5,2,7
whistles,1,1,2
whit,0,3,3
whitake,5,2,7
white,99,328,427
whitehouse,0,4,4
whitehousechristmas,0,1,1
whites,1,1,2
whitestone,0,3,3
whitewashing,0,1,1
whitewate,0,1,1
whitme,1,3,4
whitsett,0,2,2
whizzed,0,1,1
whoa,1,2,3
whoeve,4,8,12
wholeheartedly,0,1,1
wholesale,1,0,1
whoopi,1,0,1
whoppe,0,1,1
whopping,1,1,2
whore,1,0,1
whos,1,3,4
whove,1,0,1
whp,0,1,1
whyimnotvotingforhillary,0,1,1
whyisupporttrump,1,0,1
wi,9,22,31
wichita,0,5,5
wicked,0,3,3
wickremesinghe,1,0,1
wide,3,17,20
widen,1,1,2
widens,0,2,2
widespread,3,1,4
widest,0,2,2
widodo,0,1,1
widow,0,2,2
wiedefeld,1,0,1
wieldi,0,1,1
wiene,2,1,3
wiesel,1,0,1
wife,28,55,83
wifi,0,1,1
wikileakes,1,2,3
wikileaks,6,6,12
wil,1,8,9
wilbu,0,4,4
wild,8,21,29
wildandwonderful,0,1,1
wildest,1,3,4
wildfires,3,5,8
wildly,2,0,2
wildwoo,1,0,1
wildwood,0,4,4
wilkes,0,2,2
wilkie,0,3,3
willey,1,0,1
willfully,0,1,1
william,3,9,12
williams,10,17,27
willie,0,2,2
willing,14,33,47
willingly,0,1,1
willingness,1,1,2
willis,1,1,2
willl,1,0,1
willlovetheshoes,0,1,1
willthe,1,0,1
wilmington,0,6,6
wilson,2,8,10
wimp,0,3,3
wimpie,2,0,2
wimps,3,0,3
wimpy,1,0,1
win,219,518,737
wind,3,9,12
windchill,1,0,1
windfall,2,0,2
windfarms,2,0,2
windham,0,1,1
winding,0,2,2
window,1,1,2
windows,2,1,3
winds,8,8,16
windso,0,1,1
wine,2,2,4
winery,0,3,3
wines,2,0,2
winfield,0,1,1
winfrey,0,1,1
wing,6,12,18
wingers,2,1,3
winn,0,1,1
winne,17,74,91
winners,4,21,25
winning,52,131,183
winningticket,0,1,1
winred,0,1,1
wins,18,75,93
winston,1,3,4
winte,3,8,11
wintou,1,1,2
wipe,0,2,2
wiped,2,2,4
wiprimary,1,12,13
wirch,1,0,1
wire,0,2,2
wireless,1,6,7
wires,1,0,1
wiretap,0,1,1
wiretapping,0,1,1
wisconsin,12,118,130
wisdom,3,11,14
wise,7,12,19
wiseguy,2,1,3
wisely,0,4,4
wisenberg,0,1,1
wish,39,30,69
wishbone,0,1,1
wished,3,2,5
wishers,0,2,2
wishes,9,21,30
wishing,4,17,21
wit,0,4,4
witch,180,206,386
witchhunt,0,4,4
withd,0,1,1
withdonaldtrump,0,1,1
withdraw,1,4,5
withdrawal,1,1,2
withdrawing,0,3,3
withdrawn,5,2,7
withers,1,0,1
withheld,2,8,10
withhold,1,4,5
withholding,1,5,6
withholdpakistan,0,1,1
withou,0,2,2
withvisionwelead,0,1,1
witne,0,1,1
witness,25,30,55
witnessed,4,5,9
witnesses,41,48,89
witnessing,2,5,7
witschey,0,1,1
witty,0,1,1
wixx,1,0,1
wj,0,1,1
wk,0,1,1
wks,0,1,1
wld,0,1,1
wluk,0,1,1
wm,0,1,1
wmd,1,0,1
wmu,0,1,1
wo,3,5,8
woah,0,2,2
wobbling,0,1,1
woefully,0,1,1
woes,0,1,1
wojubeforeyouvote,0,1,1
